category,corresponding_goal,step,retrieved_goal,retrieved_goal_similarity,answer
Hobbies and Crafts,Become a More Focused Gamer,Be hygienic.,Be a Hygienic Teenage Girl,0.68321526,3
Hobbies and Crafts,Become a More Focused Gamer,Be hygienic.,Be a Hygienic Girl at School,0.6952566,3
Hobbies and Crafts,Become a More Focused Gamer,Be hygienic.,Be Hygienic,0.963899,1
Hobbies and Crafts,Dispose of a Damaged American Flag,Fold the flag properly.,Play Capture the Flag,0.55485237,0
Hobbies and Crafts,Dispose of a Damaged American Flag,Fold the flag properly.,Fold a Flag Into a Triangle,0.55758756,1
Hobbies and Crafts,Dispose of a Damaged American Flag,Fold the flag properly.,Display the U.S. Flag,0.5630038,4
Hobbies and Crafts,Dispose of a Damaged American Flag,Fold the flag properly.,Design a Flag,0.5793345999999999,0
Hobbies and Crafts,Dispose of a Damaged American Flag,Fold the flag properly.,Draw a Checkered Flag,0.5829310000000001,0
Hobbies and Crafts,Dispose of a Damaged American Flag,Fold the flag properly.,Display a Flag,0.60573965,4
Hobbies and Crafts,Dispose of a Damaged American Flag,Fold the flag properly.,Drop Spin a Flag,0.63166714,0
Hobbies and Crafts,Dispose of a Damaged American Flag,Fold the flag properly.,Fold an American Flag,0.6401213000000001,1
Hobbies and Crafts,Dispose of a Damaged American Flag,Fold the flag properly.,Make a Flag,0.6879258,4
Hobbies and Crafts,Dispose of a Damaged American Flag,Fold the flag properly.,Fold a Flag,0.84296983,1
Hobbies and Crafts,Write a Photography Critique,Outline your critique before you write it.,Write an Outline for a Story,0.53204954,3
Hobbies and Crafts,Write a Photography Critique,Outline your critique before you write it.,Write a Review,0.5321981,3
Hobbies and Crafts,Write a Photography Critique,Outline your critique before you write it.,Write a Debate Outline,0.5339333,3
Hobbies and Crafts,Write a Photography Critique,Outline your critique before you write it.,Write an Annotated Outline,0.53394735,3
Hobbies and Crafts,Write a Photography Critique,Outline your critique before you write it.,Write a Speech Outline,0.5436479000000001,3
Hobbies and Crafts,Write a Photography Critique,Outline your critique before you write it.,Critique Creative Writing,0.5845965999999999,2
Hobbies and Crafts,Write a Photography Critique,Outline your critique before you write it.,Write a Criticizing Letter,0.5856053000000001,2
Hobbies and Crafts,Write a Photography Critique,Outline your critique before you write it.,Write a Photography Critique,0.5856806999999999,2
Hobbies and Crafts,Write a Photography Critique,Outline your critique before you write it.,Write an Outline,0.6298516,0
Hobbies and Crafts,Write a Photography Critique,Outline your critique before you write it.,Write a Critique,0.7342941999999999,3
Hobbies and Crafts,Make Owl Cookies,Roll out the dough.,Make a Dough Basket,0.5555526999999999,0
Hobbies and Crafts,Make Owl Cookies,Roll out the dough.,Use Leftover Dough or Batter,0.55974865,4
Hobbies and Crafts,Make Owl Cookies,Roll out the dough.,Make Fried Dough,0.57936895,0
Hobbies and Crafts,Make Owl Cookies,Roll out the dough.,Knead Dough,0.58214533,3
Hobbies and Crafts,Make Owl Cookies,Roll out the dough.,Store Dough,0.5857724,4
Hobbies and Crafts,Make Owl Cookies,Roll out the dough.,Make Cookie Dough Dip,0.59375775,4
Hobbies and Crafts,Make Owl Cookies,Roll out the dough.,Make Cookie Dough,0.6038696,0
Hobbies and Crafts,Make Owl Cookies,Roll out the dough.,Make Rolls from Frozen Bread Dough,0.6195718000000001,0
Hobbies and Crafts,Make Owl Cookies,Roll out the dough.,Make Play Dough,0.632313,0
Hobbies and Crafts,Make Owl Cookies,Roll out the dough.,Roll Out Dough,0.93741393,1
Hobbies and Crafts,Gold Leaf Furniture,Sand wood furniture if it has bumps or cracks to smooth it out.,Fill Cracks in Wood,0.49244255,1
Hobbies and Crafts,Gold Leaf Furniture,Sand wood furniture if it has bumps or cracks to smooth it out.,Apply Glaze to Wood Furniture,0.49262658,0
Hobbies and Crafts,Gold Leaf Furniture,Sand wood furniture if it has bumps or cracks to smooth it out.,Wet Sand Wood,0.49584818,4
Hobbies and Crafts,Gold Leaf Furniture,Sand wood furniture if it has bumps or cracks to smooth it out.,Clean Old Wooden Furniture,0.5056398,2
Hobbies and Crafts,Gold Leaf Furniture,Sand wood furniture if it has bumps or cracks to smooth it out.,Remove Mold from Wood Furniture,0.5170170999999999,1
Hobbies and Crafts,Gold Leaf Furniture,Sand wood furniture if it has bumps or cracks to smooth it out.,Stain Wooden Furniture,0.5422142,0
Hobbies and Crafts,Gold Leaf Furniture,Sand wood furniture if it has bumps or cracks to smooth it out.,Polish Wood Furniture,0.562343,0
Hobbies and Crafts,Gold Leaf Furniture,Sand wood furniture if it has bumps or cracks to smooth it out.,Paint Furniture Without Sanding,0.5635525,1
Hobbies and Crafts,Gold Leaf Furniture,Sand wood furniture if it has bumps or cracks to smooth it out.,Distress Wood Furniture,0.56538707,4
Hobbies and Crafts,Gold Leaf Furniture,Sand wood furniture if it has bumps or cracks to smooth it out.,Clean Wood Furniture,0.5922345,1
Hobbies and Crafts,Win at Backgammon,Understand the rules.,Understand an ISBN Code,0.45325879999999996,0
Hobbies and Crafts,Win at Backgammon,Understand the rules.,Understand the Book You Are Reading,0.47147888,0
Hobbies and Crafts,Win at Backgammon,Understand the rules.,Understand Yourself,0.47497976,0
Hobbies and Crafts,Win at Backgammon,Understand the rules.,Understand Politics,0.5074269,0
Hobbies and Crafts,Win at Backgammon,Understand the rules.,Learn Traffic Rules,0.52755076,0
Hobbies and Crafts,Win at Backgammon,Understand the rules.,Understand the Basic Rules of Cricket,0.5494085999999999,0
Hobbies and Crafts,Win at Backgammon,Understand the rules.,Understand the Distance Selling Regulations,0.55236435,0
Hobbies and Crafts,Win at Backgammon,Understand the rules.,Comprehend,0.58146584,0
Hobbies and Crafts,Win at Backgammon,Understand the rules.,Understand the Rules of Broomball,0.5982957,0
Hobbies and Crafts,Win at Backgammon,Understand the rules.,Understand,0.60066617,0
Holidays and Traditions,Do a St. Patrick's Day Makeup Look,Apply your foundation.,Establish a Foundation,0.6450511999999999,0
Holidays and Traditions,Do a St. Patrick's Day Makeup Look,Apply your foundation.,Apply Foundation and Powder,0.65156245,2
Holidays and Traditions,Do a St. Patrick's Day Makeup Look,Apply your foundation.,Apply Mousse Foundation,0.655984,3
Holidays and Traditions,Do a St. Patrick's Day Makeup Look,Apply your foundation.,Apply a Full Coverage Foundation,0.66806436,1
Holidays and Traditions,Do a St. Patrick's Day Makeup Look,Apply your foundation.,Apply Powder Foundation,0.6847383,1
Holidays and Traditions,Do a St. Patrick's Day Makeup Look,Apply your foundation.,Apply Cream Foundation,0.7096549,1
Holidays and Traditions,Do a St. Patrick's Day Makeup Look,Apply your foundation.,Apply Foundation Primer,0.72544086,1
Holidays and Traditions,Do a St. Patrick's Day Makeup Look,Apply your foundation.,Apply Stick Foundation,0.7566794,2
Holidays and Traditions,Do a St. Patrick's Day Makeup Look,Apply your foundation.,Apply Even Foundation,0.77778447,1
Holidays and Traditions,Do a St. Patrick's Day Makeup Look,Apply your foundation.,Apply Foundation,0.87239766,2
Holidays and Traditions,Celebrate St. Patrick's Day,Learn to Irish Dance.,Teach Dance,0.5873176,2
Holidays and Traditions,Celebrate St. Patrick's Day,Learn to Irish Dance.,Learn to Tap Dance,0.5874606,2
Holidays and Traditions,Celebrate St. Patrick's Day,Learn to Irish Dance.,Learn Common Phrases in Irish,0.59814954,2
Holidays and Traditions,Celebrate St. Patrick's Day,Learn to Irish Dance.,Resin Irish Dance Shoes,0.6069713999999999,0
Holidays and Traditions,Celebrate St. Patrick's Day,Learn to Irish Dance.,Break in Hardshoes for Irish Step Dancing,0.61257565,0
Holidays and Traditions,Celebrate St. Patrick's Day,Learn to Irish Dance.,Become an Irish Dance Champion,0.63723254,0
Holidays and Traditions,Celebrate St. Patrick's Day,Learn to Irish Dance.,Have Correct Irish Dance Form,0.69548833,0
Holidays and Traditions,Celebrate St. Patrick's Day,Learn to Irish Dance.,Learn the Irish Language,0.70791316,0
Holidays and Traditions,Celebrate St. Patrick's Day,Learn to Irish Dance.,Dance an Irish Jig,0.78570384,2
Holidays and Traditions,Celebrate St. Patrick's Day,Learn to Irish Dance.,Irish Dance,0.8595543999999999,3
Holidays and Traditions,Have Fun in Fall,Make leaf prints.,Take Fingerprints,0.5689313,4
Holidays and Traditions,Have Fun in Fall,Make leaf prints.,Make a Leaf Collage,0.5722395,3
Holidays and Traditions,Have Fun in Fall,Make leaf prints.,Make Your Own Canvas Prints,0.57570994,2
Holidays and Traditions,Have Fun in Fall,Make leaf prints.,Identify Prints,0.57734597,3
Holidays and Traditions,Have Fun in Fall,Make leaf prints.,Make Art Prints,0.58185214,1
Holidays and Traditions,Have Fun in Fall,Make leaf prints.,Print Tickets,0.60164106,4
Holidays and Traditions,Have Fun in Fall,Make leaf prints.,Make a Leaf Rubbing,0.62678635,0
Holidays and Traditions,Have Fun in Fall,Make leaf prints.,Make Flower Prints,0.63088405,2
Holidays and Traditions,Have Fun in Fall,Make leaf prints.,Make String Prints,0.63475174,2
Holidays and Traditions,Have Fun in Fall,Make leaf prints.,Make Leaf Prints,0.9641732,4
Home and Garden,Start Living Frugally,Cook at home.,Cook a Casserole,0.5504026,2
Home and Garden,Start Living Frugally,Cook at home.,Prepare Home Cooked Food for Your Dog,0.5555091999999999,3
Home and Garden,Start Living Frugally,Cook at home.,Cook Mince,0.5555966,2
Home and Garden,Start Living Frugally,Cook at home.,Cook in an Indoor Fireplace,0.5568991999999999,2
Home and Garden,Start Living Frugally,Cook at home.,Cook Perch,0.55732024,2
Home and Garden,Start Living Frugally,Cook at home.,Cook a Roast,0.55896455,3
Home and Garden,Start Living Frugally,Cook at home.,Make Homemade Food,0.5647485,2
Home and Garden,Start Living Frugally,Cook at home.,Make Yourself at Home,0.6119859999999999,2
Home and Garden,Start Living Frugally,Cook at home.,Cook,0.69515526,2
Home and Garden,Start Living Frugally,Cook at home.,Treat Boils at Home,0.69653225,2
Home and Garden,Survive a War,Defend yourself if you have to.,Defend Yourself in an Extreme Street Fight,0.49620810000000004,1
Home and Garden,Survive a War,Defend yourself if you have to.,Defend Yourself from Bullies,0.5252229,3
Home and Garden,Survive a War,Defend yourself if you have to.,Defend Yourself in a Fight at School,0.5345849,3
Home and Garden,Survive a War,Defend yourself if you have to.,Defend Yourself in Court,0.54169536,0
Home and Garden,Survive a War,Defend yourself if you have to.,Defend Yourself if Someone Breaks into Your Home While You Are Alone,0.55224514,3
Home and Garden,Survive a War,Defend yourself if you have to.,Prepare to Defend Yourself when You're Home Alone,0.5653726,3
Home and Garden,Survive a War,Defend yourself if you have to.,Defend Yourself if Caught from Behind,0.6107584,3
Home and Garden,Survive a War,Defend yourself if you have to.,Defend Yourself in a Fight,0.644629,1
Home and Garden,Survive a War,Defend yourself if you have to.,Defend Yourself,0.7378063,2
Home and Garden,Survive a War,Defend yourself if you have to.,Fight if You Need to Defend Yourself,0.8292417999999999,1
Home and Garden,Clean Your Room,Dust all of the surfaces in your room.,Prevent Dust,0.41138676,2
Home and Garden,Clean Your Room,Dust all of the surfaces in your room.,Clean Fiberglass Bathroom Surfaces,0.42353427,1
Home and Garden,Clean Your Room,Dust all of the surfaces in your room.,Get Dust Out of the Air,0.42427608,3
Home and Garden,Clean Your Room,Dust all of the surfaces in your room.,Clean Your Room,0.42596135,4
Home and Garden,Clean Your Room,Dust all of the surfaces in your room.,Get Rid of Dust,0.43201858,3
Home and Garden,Clean Your Room,Dust all of the surfaces in your room.,Reduce Dust in Your House,0.44218105,1
Home and Garden,Clean Your Room,Dust all of the surfaces in your room.,Make Dusting Powder for Your Body,0.44587299999999996,0
Home and Garden,Clean Your Room,Dust all of the surfaces in your room.,Dust Walls,0.45076627,3
Home and Garden,Clean Your Room,Dust all of the surfaces in your room.,Clean Your Entire Room,0.45318645,0
Home and Garden,Clean Your Room,Dust all of the surfaces in your room.,Dust Your Entire House,0.5432163000000001,3
Home and Garden,Check Fuses,Look for the fuse box in your basement or garage.,Find Garage Sales,0.45556393,4
Home and Garden,Check Fuses,Look for the fuse box in your basement or garage.,Insulate a Garage,0.45588896,4
Home and Garden,Check Fuses,Look for the fuse box in your basement or garage.,Clean Out Your Garage,0.46327147,4
Home and Garden,Check Fuses,Look for the fuse box in your basement or garage.,Finish Your Basement,0.4648165,4
Home and Garden,Check Fuses,Look for the fuse box in your basement or garage.,De Clutter Your Garage,0.47043183,4
Home and Garden,Check Fuses,Look for the fuse box in your basement or garage.,Organize Your Garage,0.47641140000000004,4
Home and Garden,Check Fuses,Look for the fuse box in your basement or garage.,Create a Paint Booth in Your Garage,0.49328363,4
Home and Garden,Check Fuses,Look for the fuse box in your basement or garage.,Add Storage Space to Your Garage,0.51475674,0
Home and Garden,Check Fuses,Look for the fuse box in your basement or garage.,Find the Fuse Box or Circuit Breaker Box,0.5875295,2
Home and Garden,Check Fuses,Look for the fuse box in your basement or garage.,Refinish a Garage or Basement Floor,0.62068635,4
Home and Garden,Deep Clean and Organize Your Room,Organize your bookshelf.,Organize Your Binder,0.5881268,0
Home and Garden,Deep Clean and Organize Your Room,Organize your bookshelf.,Organize Deep Closet Shelves,0.5884205,1
Home and Garden,Deep Clean and Organize Your Room,Organize your bookshelf.,Organize a Home Library,0.609067,3
Home and Garden,Deep Clean and Organize Your Room,Organize your bookshelf.,Organize a Classroom Library,0.617097,1
Home and Garden,Deep Clean and Organize Your Room,Organize your bookshelf.,Decorate a Bookshelf,0.6539425999999999,2
Home and Garden,Deep Clean and Organize Your Room,Organize your bookshelf.,Organize Your Music Library,0.6667900999999999,4
Home and Garden,Deep Clean and Organize Your Room,Organize your bookshelf.,Build a Bookshelf,0.67589843,1
Home and Garden,Deep Clean and Organize Your Room,Organize your bookshelf.,Organize Binders on a Shelf,0.6838320999999999,1
Home and Garden,Deep Clean and Organize Your Room,Organize your bookshelf.,Arrange Bookshelves,0.71565217,3
Home and Garden,Deep Clean and Organize Your Room,Organize your bookshelf.,Organize a Bookshelf,0.8987658000000002,2
Home and Garden,Save Money as a Single Parent,Plan meals in advance so you know what you need from the grocery store.,Preserve Food,0.5019722,3
Home and Garden,Save Money as a Single Parent,Plan meals in advance so you know what you need from the grocery store.,Plan Weekly Meals,0.50898343,2
Home and Garden,Save Money as a Single Parent,Plan meals in advance so you know what you need from the grocery store.,Store Dog Food,0.51004475,3
Home and Garden,Save Money as a Single Parent,Plan meals in advance so you know what you need from the grocery store.,Buy Food,0.5379307,3
Home and Garden,Save Money as a Single Parent,Plan meals in advance so you know what you need from the grocery store.,Store Baby Food,0.5462445,2
Home and Garden,Save Money as a Single Parent,Plan meals in advance so you know what you need from the grocery store.,Stockpile Food,0.5507308000000001,1
Home and Garden,Save Money as a Single Parent,Plan meals in advance so you know what you need from the grocery store.,Store Food in Bulk,0.5964079000000001,1
Home and Garden,Save Money as a Single Parent,Plan meals in advance so you know what you need from the grocery store.,Meal Plan,0.620479,4
Home and Garden,Save Money as a Single Parent,Plan meals in advance so you know what you need from the grocery store.,Store Meal Prepped Food,0.62063193,0
Home and Garden,Save Money as a Single Parent,Plan meals in advance so you know what you need from the grocery store.,Store Food,0.64896846,4
Home and Garden,Paint a Pool,"Roll on a coat of paint, starting from the pool’s deep end.",Mist Coat with Paint,0.4385277,1
Home and Garden,Paint a Pool,"Roll on a coat of paint, starting from the pool’s deep end.",Draw a Billiards Ball,0.44687688,4
Home and Garden,Paint a Pool,"Roll on a coat of paint, starting from the pool’s deep end.",Get Paint off a Paint Brush,0.45460659999999997,1
Home and Garden,Paint a Pool,"Roll on a coat of paint, starting from the pool’s deep end.",Splatter Paint,0.45522106,1
Home and Garden,Paint a Pool,"Roll on a coat of paint, starting from the pool’s deep end.",Paint over Gloss Paint,0.45809034,2
Home and Garden,Paint a Pool,"Roll on a coat of paint, starting from the pool’s deep end.",Paint on a Dress,0.45898277,2
Home and Garden,Paint a Pool,"Roll on a coat of paint, starting from the pool’s deep end.",Paint,0.45950586,2
Home and Garden,Paint a Pool,"Roll on a coat of paint, starting from the pool’s deep end.",Paint over Varnish,0.47663894,1
Home and Garden,Paint a Pool,"Roll on a coat of paint, starting from the pool’s deep end.",Do a Good Base Coat Clear Coat Paint Job,0.50764763,1
Home and Garden,Paint a Pool,"Roll on a coat of paint, starting from the pool’s deep end.",Paint a Pool,0.6218422,4
Home and Garden,Repair a Luggage Tear,Weave the needle back and forth through both torn edges in a zig-zag pattern.,Pin a Pattern,0.38286647,1
Home and Garden,Repair a Luggage Tear,Weave the needle back and forth through both torn edges in a zig-zag pattern.,Thread a Needle,0.39042038,4
Home and Garden,Repair a Luggage Tear,Weave the needle back and forth through both torn edges in a zig-zag pattern.,Knit a Zig Zag Blanket,0.40787578,2
Home and Garden,Repair a Luggage Tear,Weave the needle back and forth through both torn edges in a zig-zag pattern.,Backstitch Curves in Cross Stitch,0.40927258,2
Home and Garden,Repair a Luggage Tear,Weave the needle back and forth through both torn edges in a zig-zag pattern.,Do a Zigzag Stitch by Hand,0.41037637,4
Home and Garden,Repair a Luggage Tear,Weave the needle back and forth through both torn edges in a zig-zag pattern.,Sew a Knitting Needle Roll Up,0.41267294,0
Home and Garden,Repair a Luggage Tear,Weave the needle back and forth through both torn edges in a zig-zag pattern.,Make a Cross Stitch Pattern,0.44070414,1
Home and Garden,Repair a Luggage Tear,Weave the needle back and forth through both torn edges in a zig-zag pattern.,Zigzag Stitch,0.45566850000000003,4
Home and Garden,Repair a Luggage Tear,Weave the needle back and forth through both torn edges in a zig-zag pattern.,Knit a Zig Zag Pattern,0.52957064,2
Home and Garden,Repair a Luggage Tear,Weave the needle back and forth through both torn edges in a zig-zag pattern.,Zigzag Edges,0.53859353,3
Personal Care and Style,Apply Makeup,Apply a highlighter.,Underline,0.4207907,2
Personal Care and Style,Apply Makeup,Apply a highlighter.,Make Natural Concealer and Highlighter,0.426928,2
Personal Care and Style,Apply Makeup,Apply a highlighter.,Make a Cheek Highlight,0.4362885,0
Personal Care and Style,Apply Makeup,Apply a highlighter.,Apply Nail Tips,0.44095972,1
Personal Care and Style,Apply Makeup,Apply a highlighter.,Get Highlighter Out of Clothes,0.45916182,4
Personal Care and Style,Apply Makeup,Apply a highlighter.,Use Eyeshadow As Highlighter,0.51226735,2
Personal Care and Style,Apply Makeup,Apply a highlighter.,Apply Purple Highlighter,0.6075967,1
Personal Care and Style,Apply Makeup,Apply a highlighter.,Use a Highlighter Stick,0.7014461999999999,1
Personal Care and Style,Apply Makeup,Apply a highlighter.,Apply Cream Highlighter,0.7275235,0
Personal Care and Style,Apply Makeup,Apply a highlighter.,Apply Highlighter,0.9134468000000001,1
Personal Care and Style,Improve Your Appearance,Be charismatic.,Spell,0.28301507,0
Personal Care and Style,Improve Your Appearance,Be charismatic.,Be a Charming Girl,0.29035556,3
Personal Care and Style,Improve Your Appearance,Be charismatic.,Have an Attractive Personality,0.29352870000000003,1
Personal Care and Style,Improve Your Appearance,Be charismatic.,Draw Charmander,0.32193723,0
Personal Care and Style,Improve Your Appearance,Be charismatic.,Make Charms,0.3319821,0
Personal Care and Style,Improve Your Appearance,Be charismatic.,Be Glamorous,0.34252062,4
Personal Care and Style,Improve Your Appearance,Be charismatic.,Be Enchanting,0.38374275,1
Personal Care and Style,Improve Your Appearance,Be charismatic.,Be Charming,0.4064009,1
Personal Care and Style,Improve Your Appearance,Be charismatic.,Increase Charisma,0.5771645000000001,2
Personal Care and Style,Improve Your Appearance,Be charismatic.,Be Charismatic,0.97072744,1
Personal Care and Style,Break Bad Beauty Habits,Don't rub your eyes.,Give Your Cat a Massage,0.45372877,0
Personal Care and Style,Break Bad Beauty Habits,Don't rub your eyes.,Massage Your Sinuses,0.46069276,4
Personal Care and Style,Break Bad Beauty Habits,Don't rub your eyes.,Paint Eyes,0.46180790000000005,0
Personal Care and Style,Break Bad Beauty Habits,Don't rub your eyes.,Draw Eyes,0.46235198,0
Personal Care and Style,Break Bad Beauty Habits,Don't rub your eyes.,Massage Yourself,0.47346179999999993,0
Personal Care and Style,Break Bad Beauty Habits,Don't rub your eyes.,Take Care of Your Eyes,0.51101583,2
Personal Care and Style,Break Bad Beauty Habits,Don't rub your eyes.,Relax Your Eyes,0.5149615,4
Personal Care and Style,Break Bad Beauty Habits,Don't rub your eyes.,Cross Your Eyes,0.52608216,0
Personal Care and Style,Break Bad Beauty Habits,Don't rub your eyes.,Exercise Your Eyes,0.5270433000000001,0
Personal Care and Style,Break Bad Beauty Habits,Don't rub your eyes.,Roll Your Eyes,0.6059309,0
Personal Care and Style,Enhance Your Beauty and Looks,Shape your eyebrows to frame your face.,Clean Your Eyebrows,0.6331665,1
Personal Care and Style,Enhance Your Beauty and Looks,Shape your eyebrows to frame your face.,Extend Your Eyebrows,0.63808626,2
Personal Care and Style,Enhance Your Beauty and Looks,Shape your eyebrows to frame your face.,Determine Your Face Shape,0.63814723,2
Personal Care and Style,Enhance Your Beauty and Looks,Shape your eyebrows to frame your face.,Figure out Your Face Shape,0.6384481,2
Personal Care and Style,Enhance Your Beauty and Looks,Shape your eyebrows to frame your face.,Cover Your Eyebrows,0.66861176,2
Personal Care and Style,Enhance Your Beauty and Looks,Shape your eyebrows to frame your face.,Draw on Your Eyebrows,0.67516214,1
Personal Care and Style,Enhance Your Beauty and Looks,Shape your eyebrows to frame your face.,Shape Your Eyebrows with a Razor,0.6835168,4
Personal Care and Style,Enhance Your Beauty and Looks,Shape your eyebrows to frame your face.,Do Your Eyebrows,0.70489454,3
Personal Care and Style,Enhance Your Beauty and Looks,Shape your eyebrows to frame your face.,Shape Your Eyebrows Without Plucking,0.718047,1
Personal Care and Style,Enhance Your Beauty and Looks,Shape your eyebrows to frame your face.,Shape Eyebrows,0.75456405,1
Personal Care and Style,Be Hot Even If You Wear Glasses,Take care of your hair.,Take Care of Natural Hair,0.636941,3
Personal Care and Style,Be Hot Even If You Wear Glasses,Take care of your hair.,Take Care of Damaged Hair,0.63937026,0
Personal Care and Style,Be Hot Even If You Wear Glasses,Take care of your hair.,Wrap Your Hair,0.64235604,1
Personal Care and Style,Be Hot Even If You Wear Glasses,Take care of your hair.,Part Your Hair,0.64252484,4
Personal Care and Style,Be Hot Even If You Wear Glasses,Take care of your hair.,Straighten Your Hair,0.65047824,2
Personal Care and Style,Be Hot Even If You Wear Glasses,Take care of your hair.,Perm Your Hair,0.65919244,1
Personal Care and Style,Be Hot Even If You Wear Glasses,Take care of your hair.,Adapt Your Hair Care,0.6826541,1
Personal Care and Style,Be Hot Even If You Wear Glasses,Take care of your hair.,Cope With Your Hair,0.7302489000000001,2
Personal Care and Style,Be Hot Even If You Wear Glasses,Take care of your hair.,Look After Your Hair,0.7875353,4
Personal Care and Style,Be Hot Even If You Wear Glasses,Take care of your hair.,Take Care of Your Hair,0.9422685,3
Personal Care and Style,Follow the Curly Girl Method for Curly Hair,Wash your scalp with conditioner (conditioner washing).,Do a Bleach Wash on Your Hair,0.5081939,3
Personal Care and Style,Follow the Curly Girl Method for Curly Hair,Wash your scalp with conditioner (conditioner washing).,Shave With Conditioner,0.5155525,4
Personal Care and Style,Follow the Curly Girl Method for Curly Hair,Wash your scalp with conditioner (conditioner washing).,Determine the Perfect Shampoo and Conditioner,0.5216854000000001,3
Personal Care and Style,Follow the Curly Girl Method for Curly Hair,Wash your scalp with conditioner (conditioner washing).,Clean the Filter on Your Air Conditioner,0.5230338999999999,4
Personal Care and Style,Follow the Curly Girl Method for Curly Hair,Wash your scalp with conditioner (conditioner washing).,Clean Your Scalp,0.52876693,3
Personal Care and Style,Follow the Curly Girl Method for Curly Hair,Wash your scalp with conditioner (conditioner washing).,Wash Your Hair Without Shampoo,0.5328308,3
Personal Care and Style,Follow the Curly Girl Method for Curly Hair,Wash your scalp with conditioner (conditioner washing).,Wash Clothes with Shampoo,0.5353198,2
Personal Care and Style,Follow the Curly Girl Method for Curly Hair,Wash your scalp with conditioner (conditioner washing).,Choose Shampoo and Conditioner for Your Cat,0.5442411,0
Personal Care and Style,Follow the Curly Girl Method for Curly Hair,Wash your scalp with conditioner (conditioner washing).,Apply Conditioner to Your Hair,0.54484344,0
Personal Care and Style,Follow the Curly Girl Method for Curly Hair,Wash your scalp with conditioner (conditioner washing).,Clean an Air Conditioner,0.55043304,2
Personal Care and Style,Choose Between Expert and Diy Beauty Treatments,Wax easy to reach areas at home.,Get Wax Off Skin,0.46479052,4
Personal Care and Style,Choose Between Expert and Diy Beauty Treatments,Wax easy to reach areas at home.,Get Wax out of Hair,0.46542126,4
Personal Care and Style,Choose Between Expert and Diy Beauty Treatments,Wax easy to reach areas at home.,Wax With Honey,0.47553140000000005,1
Personal Care and Style,Choose Between Expert and Diy Beauty Treatments,Wax easy to reach areas at home.,Wax a Floor,0.48011488,0
Personal Care and Style,Choose Between Expert and Diy Beauty Treatments,Wax easy to reach areas at home.,Make Wax Hands,0.507896,0
Personal Care and Style,Choose Between Expert and Diy Beauty Treatments,Wax easy to reach areas at home.,Wax Your Eyebrows at Home,0.528133,1
Personal Care and Style,Choose Between Expert and Diy Beauty Treatments,Wax easy to reach areas at home.,Make Wax,0.54346085,4
Personal Care and Style,Choose Between Expert and Diy Beauty Treatments,Wax easy to reach areas at home.,Make Hair Removal Wax at Home,0.5672889,1
Personal Care and Style,Choose Between Expert and Diy Beauty Treatments,Wax easy to reach areas at home.,Wax,0.57557905,1
Personal Care and Style,Choose Between Expert and Diy Beauty Treatments,Wax easy to reach areas at home.,Wax Your Bikini Area at Home,0.5846634,1
Personal Care and Style,Have a Great Smile,Whiten your teeth.,Whiten Your Teeth Without Spending a Lot of Money,0.68252826,1
Personal Care and Style,Have a Great Smile,Whiten your teeth.,Whiten Your Teeth with Banana Peel,0.6876837,1
Personal Care and Style,Have a Great Smile,Whiten your teeth.,Make Teeth Whitener,0.7030611,1
Personal Care and Style,Have a Great Smile,Whiten your teeth.,"Have Clean, White Teeth",0.716138,2
Personal Care and Style,Have a Great Smile,Whiten your teeth.,Bleach Your Teeth,0.7417808000000001,1
Personal Care and Style,Have a Great Smile,Whiten your teeth.,Whiten Your Teeth when You Have Braces,0.7509435999999999,3
Personal Care and Style,Have a Great Smile,Whiten your teeth.,Whiten Teeth in an Hour,0.76463354,1
Personal Care and Style,Have a Great Smile,Whiten your teeth.,Whiten Teeth Naturally,0.7680305000000001,1
Personal Care and Style,Have a Great Smile,Whiten your teeth.,Whiten Your Teeth Fast,0.85134554,1
Personal Care and Style,Have a Great Smile,Whiten your teeth.,Whiten Teeth,0.91200006,1
Pets and Animals,Make Your Own Dog Food,Check with your vet before switching to homemade dog food.,Check Dog Food Recalls,0.5338949000000001,3
Pets and Animals,Make Your Own Dog Food,Check with your vet before switching to homemade dog food.,Prepare Home Cooked Food for Your Dog,0.53479034,3
Pets and Animals,Make Your Own Dog Food,Check with your vet before switching to homemade dog food.,Make Your Own Dog Food,0.53984576,2
Pets and Animals,Make Your Own Dog Food,Check with your vet before switching to homemade dog food.,Change Dog Food,0.5458293000000001,3
Pets and Animals,Make Your Own Dog Food,Check with your vet before switching to homemade dog food.,Prepare for Your Dog's Annual Vet Exam,0.54942125,1
Pets and Animals,Make Your Own Dog Food,Check with your vet before switching to homemade dog food.,Take Your Cat to the Vet,0.5601235999999999,1
Pets and Animals,Make Your Own Dog Food,Check with your vet before switching to homemade dog food.,Keep Your Dog and Other Dogs Safe at the Vet,0.5640703,3
Pets and Animals,Make Your Own Dog Food,Check with your vet before switching to homemade dog food.,Save Money on Vet Care for Your Dog,0.57240736,4
Pets and Animals,Make Your Own Dog Food,Check with your vet before switching to homemade dog food.,Make Homemade Dog Food,0.60041165,4
Pets and Animals,Make Your Own Dog Food,Check with your vet before switching to homemade dog food.,Prepare Your Dog for the Vet,0.64763016,3
Pets and Animals,Convince Your Parents to Get You a Hamster,Save up.,Save Up for Shopping,0.5824964,4
Pets and Animals,Convince Your Parents to Get You a Hamster,Save up.,Save up for a Car,0.5900145,3
